id,name_zh,name_en,country,country_en,url,開放第二次出國交換之同學選填,申請組別,GPA要求,年級限制,語言要求,不接受申請之學院,名額,學校年曆,註冊繳費,住宿資訊,注意事項,latitude,longitude
4,多倫多大學,University of Toronto (U of T),加拿大,Canada,https://oia.ntu.edu.tw/outgoing/view/semester/1/sn/4,否,一般組,無,大二以上/碩一以上(不含博士生)學生,學士生 TOEFL iBT 89 (說 22 寫 22 不接受 Home Edition) 或 IELTS 6.5 (聽 6.0 讀 6.0 寫 6.0 說 6.0)；研究生 TOEFL iBT 93 (說 22 寫 22 不接受 Home Edition) 或 IELTS 7.0 (聽 6.5 讀 6.5 寫 6.5 說 6.5)；法律學院學生 TOEFL iBT 100 (讀 25 寫 25 不接受 Home Edition) 或 IELTS 7.0 (聽 6.5 讀 6.5 寫 6.5 說 6.5),無,一學期2名,Fall Term: September - December；Spring Term: January - April,須在本校註冊並繳交全額學雜費，免繳該校學費，但住宿費、生活費、保險費、往返機票費等均須自行負擔,不保證住宿，住宿資訊請參考此連結（ 各校區之 Housing Section ）,交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收,43.663462,-79.3977597
2,維多利亞大學,University of Victoria (UVic),加拿大,Canada,https://oia.ntu.edu.tw/outgoing/view/semester/1/sn/2,是,一般組,無,大二以上/碩一以上(不含博士生)學生,TOEFL iBT 90 (讀 20 聽 20 說 20 寫 20 接受 Home Edition) 或 IELTS 6.5 (聽 6.0 讀 6.0 寫 6.0 說 6.0) 或 全民英檢中高級,管理學院、法律學院、工學院，部分教育、人類與社會發展、美術、工程,一學期2名,Fall Term: September - December；Spring Term: January - April,須在本校註冊並繳交全額學雜費，免繳該校學費，但該校雜費、住宿費、生活費、保險費、往返機票費等均須自行負擔,不保證住宿，住宿資訊請參考此連結,交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收,48.46206,-123.3114198
1,加拿大英屬哥倫比亞大學（卑詩大學）,The University of British Columbia (UBC),加拿大,Canada,https://oia.ntu.edu.tw/outgoing/view/semester/1/sn/1,是,一般組,GPA 達2.80分以上,大二以上/碩一以上(不含博士生)學生,TOEFL iBT 90 (讀 22 聽 22 說 21 寫 21 接受 Home Edition) 或 IELTS 6.5 (聽 6.0 讀 6.0 寫 6.0 說 6.0),新聞研究所、醫學院、法律學院、工學院、管理學院會計學研究所、管理學院財務金融學研究所、管理學院國際企業學研究所、管理學院資訊管理學研究所、管理學院商學研究所、管理學院企業管理碩士專班、理學院心理學研究所、社會科學院政治學研究所、文學院人類學研究所、社會科學院經濟學研究所、聽力學及語言病理學系、護理系、藥學系、復健科學系、UBC Vantage College,一學期4名,Term 1: September - December；Term 2: January - April,須在本校註冊並繳交全額學雜費，免繳該校學費，但該校雜費、住宿費、生活費、保險費、往返機票費等均須自行負擔,不保證住宿，Vancouver校區住宿資訊請參閱此連結、Okanagan校區請參閱此連結,交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收,49.2484638,-123.2341555
60,智利天主教大學,Pontificia Universidad Cat_lica de Chile (UC Chile),智利,Chile,https://oia.ntu.edu.tw/outgoing/view/semester/1/sn/60,是,西語組,GPA 達3.70分以上,大二以上(僅限大學部)學生,具西語檢定成績 B2(中高級) 級以上，DELE or SIELE,醫學院、公共衛生學院,全學年2名,First Semester: March - July；Second Semester: August - December,須在本校註冊並繳交全額學雜費，免繳該校學費，但該校雜費、住宿費、生活費、保險費、往返機票費等均須自行負擔,不保證住宿,交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收,-33.4548376,-70.5943911
1283,哥倫比亞安地斯大學,Universidad de los Andes,哥倫比亞,Colombia,https://oia.ntu.edu.tw/outgoing/view/semester/1/sn/1283,是,西語組,GPA 達3.00分以上,大二以上/碩一以上(不含博士生)學生,具西語檢定成績 B2(中高級) 級以上,醫學院,全學年1名,Fall Semester: August - December；Spring Semester: January - June,須在本校註冊並繳交全額學雜費，免繳該校學費，但該校雜費、住宿費、生活費、保險費、往返機票費等均須自行負擔,不保證住宿，更多資訊請參考此連結,交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收,4.6014026,-74.064905
1125,蒙特雷科技大學,Tecnol_gico de Monterrey,墨西哥,Mexico,https://oia.ntu.edu.tw/outgoing/view/semester/1/sn/1125,是,西語組,GPA 達3.44分以上,大二以上(僅限大學部)學生,具西語檢定成績 B1(中級) 級以上,醫學院,全學年1名,Spring semester: February - June；Fall semester: August - December,須在本校註冊並繳交全額學雜費，免繳該校學費，但該校雜費、住宿費、生活費、保險費、往返機票費等均須自行負擔,不保證住宿，住宿資訊請參考此連結,交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收,20.6770061,-105.2233601
903,墨西哥國立自治大學,Universidad Nacional Aut_noma de M_xico (UNAM),墨西哥,Mexico,https://oia.ntu.edu.tw/outgoing/view/semester/1/sn/903,是,西語組,GPA 達3.70分以上,大二以上(僅限大學部)學生,具西語檢定成績 B2(中高級) 級以上，SIELE or DELE certificate， B2 at minimum,醫學院、生物資源暨農學院獸醫學系,全學年2名,Fall Semester: August - December；Spring Semester: January - June,須在本校註冊並繳交全額學雜費，免繳該校學費，但該校雜費、住宿費、生活費、保險費、往返機票費等均須自行負擔,不保證住宿，更多資訊請參考此連結。,交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收,19.321597,-99.1849259
207,西北大學,Northwestern University,美國,United States,https://oia.ntu.edu.tw/outgoing/view/semester/1/sn/207,否,一般組,GPA 達3.30分以上,大二/大三學生,TOEFL iBT 90 (不接受 Home Edition) 或 IELTS 7.0,管理學院、法律學院、醫學院、音樂學院、整合行銷傳播學院，研究所課程(400-level),全學年2名,Fall Quarter: September - December；Winter Quarter: January - Early-March；Spring Quarter: Late-March - June,須在本校註冊並繳交全額學雜費，免繳該校學費，但該校雜費、住宿費、生活費、保險費、往返機票費等均須自行負擔,不保證住宿，更多資訊請見此連結,交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收,42.0557157,-87.6752945
1282,德州大學奧斯汀分校,The University of Texas at Austin (UT Austin),美國,United States,https://oia.ntu.edu.tw/outgoing/view/semester/1/sn/1282,否,一般組,GPA 達3.30分以上,大二/大三學生,TOEFL iBT 90 (不接受 Home Edition) 或 IELTS 7.0,醫學院、管理學院、法律學院,全學年1名,Fall Semester: August - December；Spring Semester: January - May,須在本校註冊並繳交全額學雜費，免繳該校學費，但該校雜費、住宿費、生活費、保險費、往返機票費等均須自行負擔,不保證住宿，更多資訊請參考此連結。,交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收,30.2851494,-97.7339352
420,康乃爾大學,Cornell University,美國,United States,https://oia.ntu.edu.tw/outgoing/view/semester/1/sn/420,否,一般組,GPA 達3.30分以上,大二/大三學生,TOEFL iBT 100 (不接受 Home Edition) 或 IELTS 7.5,管理學院、電機資訊學院、醫學院、生物資源暨農學院獸醫學系、法律學院,全學年1名,Fall Semester: August - December；Spring Semester: January - May,須在本校註冊並繳交全額學雜費，免繳該校學費，但該校雜費、住宿費、生活費、保險費、往返機票費等均須自行負擔,不保證住宿，詳情請參閱以下資訊,交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收,42.4529076,-76.4800842
1202,北卡羅來納大學格林斯伯勒分校,UNC Greensboro (UNCG),美國,United States,https://oia.ntu.edu.tw/outgoing/view/semester/1/sn/1202,否,一般組,學士生 GPA 達2.75分以上；研究生 GPA 達2.75分以上,大二以上/碩二(不含博士生)學生,學士生 TOEFL iBT 80 (不接受 Home Edition) 或 IELTS 6.0；研究生 TOEFL iBT 79 (不接受 Home Edition) 或 IELTS 6.5,電機資訊學院電機工程學研究所、理學院心理學研究所、醫學院護理學系，部分人類學、傳播科學與疾病、數學、護理、文學、諮商與教育發展、初等教育、中等教育、言語病理學與聽力學，會計、英語、心理學、消費服裝及零售研究、政治學、資訊科學研究所課程,全學年1名,Fall Semester: August - December；Spring Semester: January - May,須在本校註冊並繳交全額學雜費，免繳該校學費，但住宿費、生活費、保險費、往返機票費等均須自行負擔,保證校內住宿，住宿資訊請參考此連結,交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收,36.0703549,-79.8128111
827,奧瑞岡州立大學,Oregon State University (OSU),美國,United States,https://oia.ntu.edu.tw/outgoing/view/semester/1/sn/827,是,一般組,無,大二以上(僅限大學部)學生,TOEFL iBT 80 (讀 16 聽 16 說 16 寫 16 接受 Home Edition) 或 IELTS 6.5  ,MBA program、 設計學院,全學年1名,Fall Term: September - December；Winter Term: January - March；Spring Term: March - June,須在本校註冊並繳交全額學雜費，免繳該校學費，但住宿費、生活費、保險費、往返機票費等均須自行負擔,不保證住宿，住宿資訊請參考此連結,交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收,44.563056,-123.2839234
863,康乃狄克大學,University of Connecticut (UConn),美國,United States,https://oia.ntu.edu.tw/outgoing/view/semester/1/sn/863,否,一般組,GPA 達3.20分以上,大二以上(僅限大學部)學生,TOEFL iBT 79 (讀 19 聽 19 說 19 寫 19 不接受 Home Edition) 或 IELTS 6.5 (聽 6.5 讀 6.5 寫 6.5 說 6.5),醫學院、法律學院、社會科學院社會工作學系,全學年1名,Fall Semester: August - December；Spring Semester: January - May,須在本校註冊並繳交全額學雜費，免繳該校學費，但住宿費、生活費、保險費、往返機票費等均須自行負擔,保證住宿，住宿資訊請參考此連結,交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收,41.8111114,-72.2483889
872,南卡羅來納大學,University of South Carolina (U of SC),美國,United States,https://oia.ntu.edu.tw/outgoing/view/semester/1/sn/872,否,一般組,GPA 達2.75分以上,大二以上(僅限大學部)學生,TOEFL iBT 79 (不接受 Home Edition) 或 IELTS 7.0,醫學院、管理學院、法律學院，Capstone、 Med school、 Palmetto college、 Honors、 Law、 Pharmacy,全學年1名,Fall Semester: August - December；Spring Semester: January - May,須在本校註冊並繳交全額學雜費，免繳該校學費，但住宿費、生活費、保險費、往返機票費等均須自行負擔,保證校內住宿，詳細資訊請參考此連結。,交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收,34.0030656,-81.0272784
368,伊利諾大學香檳分校,University of Illinois at Urbana-Champaign (UIUC),美國,United States,https://oia.ntu.edu.tw/outgoing/view/semester/1/sn/368,是,一般組,GPA 達3.30分以上,大二/大三/大四/碩一/碩二(不含博士生)學生,TOEFL iBT 80 (不接受 Home Edition) 或 IELTS 6.0 (聽 6.0 讀 6.0 寫 6.0 說 6.0)；社會科學院社會工作學系學生需符合TOEFL iBT 103 (不接受 Home Edition) 或 IELTS 7.5 (聽 7.0 讀 7.0 寫 7.0 說 7.0)之成績標準,管理學院、工學院、電機資訊學院、法律學院、生物資源暨農學院獸醫學系、醫學院,全學年2名,Fall Semester: August - December；Spring Semester: January - May,須在本校註冊並繳交全額學雜費，免繳該校學費，但住宿費、生活費、保險費、往返機票費等均須自行負擔,不保證住宿，住宿相關資訊請參考此連結,交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收,40.0761545,-88.2233134
612,北卡羅來納大學教堂山分校,The University of North Carolina at Chapel Hill (UNC-Chapel Hill),美國,United States,https://oia.ntu.edu.tw/outgoing/view/semester/1/sn/612,是,一般組,GPA 達3.00分以上,大二/大三/大四學生,TOEFL iBT 85 (不接受 Home Edition) 或 IELTS 6.0,醫學院、法律學院、社會科學院新聞研究所、電機資訊學院、文學院圖書資訊學系、文學院圖書資訊學研究所、管理學院、公共衛生學院、社會科學院國家發展研究所、社會科學院公共事務研究所、社會科學院社會工作學系,全學年2名,Fall Semester: August - December；Spring Semester: January - March/April,須在本校註冊並繳交全額學雜費，免繳該校學費，但住宿費、生活費、保險費、往返機票費等均須自行負擔,不保證住宿，住宿資訊請參考此連結,交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收,35.9050353,-79.0477533
366,威斯康辛大學麥迪遜分校,University of Wisconsin-Madison (UW-Madison),美國,United States,https://oia.ntu.edu.tw/outgoing/view/semester/1/sn/366,是,一般組,無,大二以上/碩一以上/博一以上學生,TOEFL iBT 95 (不接受 Home Edition) 或 IELTS 6.5,醫學院、法律學院、生物資源暨農學院獸醫學系、生物資源暨農學院獸醫學研究所、管理學院,全學年2名,Fall Semester: September - December；Spring Semester: January - May,須在本校註冊並繳交全額學雜費，免繳該校學費，但住宿費、生活費、保險費、往返機票費等均須自行負擔,不保證住宿，住宿資訊請參考此連結,交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收,43.0802745,-89.4309587
432,天普大學,Temple University,美國,United States,https://oia.ntu.edu.tw/outgoing/view/semester/1/sn/432,是,一般組,GPA 達3.20分以上,大二以上/碩一以上(不含博士生)學生,TOEFL iBT 79 (接受 Home Edition) 或 IELTS 6.0,醫學院、管理學院、法律學院、電機資訊學院、生物資源暨農學院獸醫學系、生物資源暨農學院獸醫學研究所、社會科學院新聞研究所,全學年2名,Fall Semester: August - December；Spring Semester: January - May,須在本校註冊並繳交全額學雜費，免繳該校學費，但住宿費、生活費、保險費、往返機票費等均須自行負擔,不保證住宿，住宿資訊請參考此連結,交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收,39.981188,-75.1562828
364,猶他大學,The University of Utah (U of U),美國,United States,https://oia.ntu.edu.tw/outgoing/view/semester/1/sn/364,是,一般組,GPA 達2.60分以上,大二以上(僅限大學部)學生,TOEFL iBT 80 (不接受 Home Edition) 或 IELTS 6.5,醫學院、法律學院、護理學院、藥學系、牙醫學院,全學年2名,Fall Semester: August - December；Spring Semester: January - April,須在本校註冊並繳交全額學雜費，免繳該校學費，但住宿費、生活費、保險費、往返機票費等均須自行負擔,保證校內住宿，住宿資訊請參考此連結,交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收,40.7628137,-111.8368719
16,馬里蘭大學,University of Maryland (UMD),美國,United States,https://oia.ntu.edu.tw/outgoing/view/semester/1/sn/16,否,一般組,GPA 達3.38分以上,大二以上(僅限大學部)學生,TOEFL iBT 90 (讀 22 聽 22 說 22 寫 22 不接受 Home Edition) 或 IELTS 6.5 (聽 6.5 讀 6.5 寫 6.5 說 6.5),工學院、管理學院,全學年2名,Fall Semester: August - December；Spring Semester: January - May,須在本校註冊並繳交全額學雜費，免繳該校學費，但住宿費、生活費、保險費、往返機票費等均須自行負擔,保證住宿，更多資訊請見此連結,交換學校一覽表所列之語言能力為該校之最低門檻要求，同學需自行確認語言能力是否符合該校修課要求、查詢是否有相對應系所及足夠的課程可供選讀、能否達到該校之每學期修課學分數要求、以及是否具備相關領域之背景知識，若未達標準，該校有權拒收,38.9904124,-76.9438586
